Title,Image,Article Text,Date,Author,URL
Hearing begins for ex-Basalt massage therapist,[],"A preliminary hearing for a former massage therapist in Basalt facing 23 counts related to sexually related transgressions with his clients will resume May 13, according to a court clerk.The hearing for  47, of New Castle, got underway at 9 a.m. Friday at Eagle County District Court. Audio was muted specifically for the virtual hearing, but the in-courtroom proceedings were open to the pubic, a clerk said.“Only parties in the courtroom will be able to hear today’s hearing,” Judge Rachel Fresquez posted on the WebEx site where the hearing was accessible by video only. The judge made note of the closed hearing more than 15 minutes after it began and did not give a reason as to why she turned off the audio.Gordon faces 12 felony counts, two which are for sex assault-false medical exam, and 10 for sexual contact-fake medical exam, according to court records. The remaining 11 misdemeanor counts are for invasion of privacy.There are as many as 11 victims in the case, The Aspen Times previously reported, made from District Attorney Heidi McCollum after a brief hearing April 4.

Gordon will not have to enter a plea until after the judge rules whether the charges will be bound over for trial.",23.04.2022,,https://www.aspentimes.com/news/hearing-begins-for-ex-basalt-massage-therapist/
Suspect wanted in fatal shooting Sunday near Rifle arrested in Mesa County,"['https://imengine.public.prod.sci.navigacloud.com/?uuid=869c87a4-1490-5adc-99fe-04f49a9ac3bc&type=preview&width=2200&height=1615&q=60', 'https://imengine.public.prod.sci.navigacloud.com/?uuid=ccf4e12f-d03f-584b-b865-3485a0b5d3ca&type=preview&width=300&height=537&q=60']","The juvenile suspect in a fatal Sunday morning shooting at a quinceanera birthday party near Rifle was arrested Monday in Mesa County.The Garfield County Sheriff’s Office said D’Antiago “Dante” Lazaro Dominguez-Lopez was arrested by the Mesa County Sheriff’s Office Monday morning.Lopez’s age was not provided, but he is a juvenile, Garfield County Sheriff’s Office spokesman Walt Stowe said.He was wanted for the shooting that resulted in the death of an 18-year-old male at the celebration on Home Ranch Road shortly after midnight Sunday.Garfield County Sheriff’s deputies arrived to find the victim still alive, but he was later pronounced dead at St. Mary’s Hospital in Grand Junction.A warrant was issued for Lopez, who was considered “armed and dangerous,” a Sheriff’s Office news release issued Sunday stated.“We would like to acknowledge our Facebook followers, local news agencies, radio stations and the public for their assistance in this matter,” a followup news release states.Lopez has not yet appeared in the Garfield County Detention Center bookings.The Garfield County Sheriff’s Office thanked the Rifle Police Department, the Mesa County Sheriff’s Office, the Garfield County All Hazards Response Team (AHRT) and Colorado River Fire Rescue for their assistance the night of the incident and during the ensuing manhunt.“This is an active investigation, and no additional information will be forthcoming at this time,” the Sheriff’s Office said in the Monday release.",25.04.2022,,https://www.aspentimes.com/news/suspect-wanted-in-fatal-shooting-sunday-near-rifle-arrested-in-mesa-county/
Teen paints harrowing picture of relative’s alleged abuse in Roaring Fork Valley,[],"A Pitkin County district judge Monday bound over a Rifle man for trial to face 168 criminal charges linked to his alleged physical, psychological and sexual abuse of a relative over a period of two years, including one incident where he purportedly tried to shove her off a cliff on Aspen Mountain.Defendant Frank Seme, 44, out on a $250,000 surety bond, attended in Aspen the preliminary hearing that included brief remarks from the alleged victim, who was subpoenaed to testify by public defender Scott Troxell. Also shown during the hearing was video footage of a police detective’s interview with the girl, who said she was physically and sexually abused and traumatized by her relative starting when she was 16 years old. The physical abuse began in September 2018 and the sexual abuse in February 2019, the girl told the detective.“If it wasn’t sexual abuse, it was physical abuse and verbal abuse,” the alleged victim told the Rifle Police Sgt. Carlos Cornejo in the interview, which was conducted Oct. 28. Nearly three hours of the interview was shown during the preliminary hearing.Judge Chris Seldin’s ruling allows the prosecution to carry forward 53 felony counts of sexual assault against Seme, 30 felony counts of sexual assault on a child by a person in a position of trust constituting a pattern of abuse, 83 felony counts of aggravated incest, one count of second-degree assault and one misdemeanor count of third-degree assault.Convictions on all charges could lead to multiple life sentences in prison for Seme. The sexual assault charges are punishable by 2 to 6 years to life in prison; the incest counts carry 4 to 12 years to life in prison; and each count of sexual assault on a child by a person in a position of trust constituting a pattern of abuse is punishable by 10 to 32 years to life in prison.

Seldin noted his decision was largely based on the video of the girl’s interview with the Rifle police sergeant, as well as her documenting each alleged sexual encounter — including multiple instances of intercourse — on her health app’s calendar.“We have non-hearsay testimony to support the charge in each count,” Judge Seldin said.According to the alleged victim’s statement to police, she moved from her home in Nebraska to her relative’s Old Snowmass-area home in June 2018, and began her junior year at a high school in the Roaring Fork Valley that fall. In September just before her 17th birthday, Seme became mad at her and beat her with a hairbrush. He was intoxicated then and normally would drink 12 beers a day, she said.The sexual abuse began in the following February and became progressively worse.“It’s been going on since I was 17 and we lived in Snowmass,” she told Cornejo.The alleged victim said she couldn’t break away from her relative because she felt helpless. She also told Rifle police that before her interview with them, she spent 25 minutes outside the department before she could gather herself to tell her story.“I feel stupid for letting this go on that long … and I feel guilty for never fighting back,” she said.The girl recalled an episode in July 2019, one day before she was scheduled to take her senior pictures, when the relative took her four-wheeling up the backside of Aspen Mountain. At one point the vehicle stopped, and he wrapped a seat belt around her neck in an attempt to rape her but she was able to break free, she told Rifle police.“We were in the middle of nowhere,” she said. “I didn’t have a cellphone; I didn’t have anything.”Seme later tried to push her off a cliff but did not succeed, she said.“He dislocated his shoulder and screamed at me and said it was my fault,” she told police.The following October the two went to a show at Belly Up Aspen, and on the way back, while the girl was driving them home, Seme demanded she stop the car and have sex with him, she said. He also was drunk at the time, she told authorities.She resisted then and he struck her, and when they returned home she became sick before he sexually assaulted her, she said.“The threats and fear, what she felt, were the means and consequences that allowed [Seme] to continue the abuse,” Nottingham said during closing statements.After her relative kicked her out of his home in October, the victim reported the crimes to police in Rifle, where Seme was living then. Cornejo later notified Pitkin County authorities about the crimes the girl reported that occurred in Pitkin County.Seme is out on $250,000 surety bond after authorities arrested him in December. He is due back court in June 6 for an arraignment hearing.Monday’s hearing was held in a makeshift courtroom downstairs at the old Aspen City Hall building, while renovations continue at Pitkin County Courthouse on Main Street.",26.04.2022,Rick Carroll,https://www.aspentimes.com/news/teen-paints-harrowing-picture-of-relatives-alleged-abuse-in-roaring-fork-valley/
"Rifle juvenile suspected in fatal shooting held without bond, judge orders","['https://imengine.public.prod.sci.navigacloud.com/?uuid=869c87a4-1490-5adc-99fe-04f49a9ac3bc&type=preview&width=2200&height=1615&q=60', 'https://imengine.public.prod.sci.navigacloud.com/?uuid=ccf4e12f-d03f-584b-b865-3485a0b5d3ca&type=preview&width=300&height=537&q=60']","A juvenile arrested in connection to a fatal Sunday morning shooting at a quinceanera birthday near Rifle is being held without bond.D’Antiago “Dante” Lazaro Dominguez-Lopez, 17, was arrested Monday in Mesa County. He was wanted for the fatal shooting of an 18-year-old male at the celebration on Home Ranch Road shortly after midnight Sunday.Garfield County Sheriff’s deputies arrived to find the victim still alive, but he was later pronounced dead at St. Mary’s Hospital in Grand Junction.Garfield County District Court Judge Paul Metzger made the order to detain Lopez without bond during the Rifle juvenile’s initial appearance Tuesday morning.“Under these circumstances, having reviewed the affidavit and considered the arguments of the parties, I do ultimately conclude that the juvenile poses a substantial risk of serious harm to others, and therefore find that he should remain in detention at this time,” Metzger said.According to prosecuting attorney Tony Hershey, Lopez was already on probation for felony menacing with a knife prior to his Monday arrest. Meanwhile, Lopez also allegedly possessed two handguns and brass knuckles when he was arrested by the Mesa County Sheriff’s Office on Monday.“After the incident in this case, (Lopez) did flee the county, he went to Mesa County,” Hershey said. “I believe at some point he was contacted by his mother and sister, and that’s when he was apprehended.”Garfield County public defender Elise Myer requested Lopez be released from detention because he does not pose a flight risk and that facts in connection to his new homicide case are currently “limited.”Myer also said Lopez has been abiding to the terms of his probation and was working concrete with his father prior to his Monday arrest.“These are incredibly serious crimes, but he is presumed innocent,” Myer said. “D’Antiago is willing to abide by any conditions the court may put on a release. He is happy to stay at home with his family, to not leave. He has a good relationship with his family, with his parents, with his siblings.”Lopez’s next court date is set for May 11.",27.04.2022,,https://www.aspentimes.com/news/rifle-juvenile-suspected-in-fatal-shooting-held-without-bond-judge-orders/
"Basalt bartender’s disdain for local vodka triggers incident that leads to arrest on suspicion of menacing, assault",['https://imengine.public.prod.sci.navigacloud.com/?uuid=2b8b2e54-d1c3-5142-9eae-94c6df8054bb&type=preview&width=300&height=375&q=60'],"A Basalt bartender was arrested on suspicion of felony menacing, stalking and three misdemeanors after he allegedly went into a violent rage Tuesday when he learned a customer worked for Woody Creek Distillery.Christopher D. Barker, 43, of Aspen Village, was arrested after a tense 20 minutes that included his alleged assault of his boss and another co-worker, pursuit of two customers outside of the restaurant and a confrontation with another man who intervened, according to Basalt Police Chief Greg Knott. Barker allegedly pulled a knife on the intervenor and the intervenor responded by pulling a handgun, according to an affidavit for a warrantless arrest filed in Eagle County District Court by Basalt police.Knott said it was fortunate the episode didn’t end in tragedy after the intervenor pulled his handgun out of a holster during the chaotic moments when the first officer, Lt. Aaron Munch, arrived on the scene. The intervenor intended to show he posed no threat to officers but the action of pulling his gun could have easily been misconstrued, Knott said.“Lt. Munch showed great restraint and control of the situation,” Knott said.The arrest warrant said a woman was drinking at the Ocean restaurant’s bar in Willits Town Center with a male companion at about 4:30 p.m. Tuesday when Barker noticed the Woody Creek Distillery logo on the woman’s shirt.“Christopher commented stating something to the effect of ‘Your vodka sucks,’” the arrest affidavit said. “Christopher continue to give his negative opinion on Woody Creek Distillery, making it extremely uncomfortable for (the woman and man).”The customers decided to leave but Barker continued to be aggressive toward them, according to police. The owner of the restaurant and other employees tried to restrain Barker as he attempted to chase the man and woman as they departed. The owner later told police he feared Barker wanted to physically harm the woman.Barker allegedly elbowed his boss in the face and punched him in the stomach as Barker attempted to get at the customers. Barker also allegedly slammed another co-worker’s hand in the door while employees were trying to prevent him from attacking the customers.Several employees of the restaurant restrained Barker while the customers departed. The customers initially entered a neighboring restaurant but left when they found it too full. Meanwhile, the Ocean’s owner ordered Barker out of the restaurant.Barker and the two customers made contact by chance about 1½ blocks away from Ocean restaurant. He flipped them off while they flipped him off, the affidavit said. Barker allegedly gave chase and the couple ducked into a nearby business seeking refuge.“(The female customer) was hiding in one of the offices as (the male customer) and staff requested (Barker) leave,” the affidavit said.The woman later told police she feared for her life while she was in hiding. She called a friend who lives nearby in Willits. The friend’s husband heard about the woman’s predicament and decided to help, Knott said. The intervenor went to the business where the woman was hiding and got into a physical altercation with Barker, according to witnesses.Barker allegedly pulled out a knife used by bartenders to open wine bottles and threatened the intervenor, the affidavit said. The intervenor “showed Christopher that he had a gun,” the affidavit said. “Christopher continued to threaten (the intervenor) as he moved towards him. (The intervenor) then pulled the gun out and pointed it at Christopher.”Barker dropped his knife shortly before Lt. Munch arrived at the scene. The 911 calls to police dispatch disclosed that weapons were involved, so Munch exited his car with his handgun drawn.Munch encountered a scene at the sidewalk along Robinson Street with one man screaming (Barker) and another man (the intervenor) a short distance away with a pistol visible in his holster, according to footage from Munch’s body cam. The Aspen Times reviewed that footage.Munch ordered the man with the gun to get down on his knees and as the man started to comply, he calmly pulled his pistol out of the holster and set it on the ground. Munch was clearly concerned while the man was pulling out the handgun and screamed at the man to get face down to the ground and then crawl away from the gun. Almost simultaneously he ordered Barker to sit on the sidewalk. Another officer arrived and both men were placed in handcuffs for “investigative custody,” the affidavit said.Knott said he interviewed the man who intervened in the dispute and learned he had intended to show he was compliant when he removed the pistol from the holster. He said he later realized his action could have been construed differently by the police officer, according to Knott.The intervenor wasn’t arrested though Basalt police asked the 5th Judicial District Attorney’s Office to review the incident and rule whether a charge was warranted.Multiple witnesses, some with videos, confirmed that the intervenor pulled his handgun only after Barker made threats with a knife and allegedly yelled “I’m going to kill you,” according to the affidavit.Officer Nino Santiago questioned Barker and said he smelled alcohol on Barker’s breath. Barker admitted he was drinking that day and that he had experienced some mental health issues, the affidavit said.Barker was arrested on suspicion of two counts of third-degree assault for actions against two of his co-workers who tried to restrain him at Ocean. He was also arrested on suspicion of criminal mischief for other actions at the restaurant.Barker was arrested on a charge of suspicion of stalking, a class 5 felony, for following the female and male customers out of Ocean. He was arrested on suspicion of felony menacing for pulling the knife and threatening the intervenor.He was taken to Eagle County Detention Center on Tuesday night. Jail records show he was released Wednesday after posting $2,500 bail. His first appearance in Eagle County Court is May 6.",29.04.2022,Scott Condon,https://www.aspentimes.com/news/basalt-bartenders-disdain-for-local-vodka-triggers-incident-that-leads-to-arrest-on-suspicion-of-menacing-assault/
Johnsons retain counsel in $5.2 million fraud suit,['https://imengine.public.prod.sci.navigacloud.com/?uuid=352beebb-1ea7-55c0-9a77-27923b8f9c95&type=preview&width=300&height=450&q=60'],"Attorneys for a local couple entangled in a multimillion-dollar fraud lawsuit with the insurer of Aspen Skiing Co. are disputing the amount allegedly owed.Derek and Kerri Johnson face a federal lawsuit filed in November by National Union Fire Insurance of Pittsburgh, which is seeking $5.2 million from the couple.That’s the amount the company said it covered for Aspen Skiing Co. and parent Henry Crown and Co.’s financial losses stemming from the couple’s ski-selling scam when Derek Johnson held an executive position with Skico. Skico and Henry Crown and Co. were reimbursed through their their “employee dishonesty” coverage with National Union Insurance. The suit maintains the Johnsons should be held responsible for that amount because of the fraudulent activity they carried out from 2006 to 2018 leading to their criminal convictions.“Defendants dispute that the amount paid was proper,” was the entire stated position of the Johnsons in a proposed scheduling order introduced Monday in U.S. District Court. Attorneys on both sides jointly filed the proposal.The Johnsons, in accordance with a court order, retained the pro bono defense counsel of Joshua Landy and David Tenner on April 26, according to filings. Landy and Tenner did not respond to a message seeking comment Wednesday.“Defendant Derek Johnson, in his capacity as managing director for Aspen (Skiing Co.), purposely purchased more inventory than was actually needed by Aspen so that any inventory misappropriated by Mr. Johnson was more likely to go unnoticed by Aspen,” read an excerpt from the summary of the allegations, which was included in the proposed scheduling order. “After that inventory was misappropriated by Mr. Johnson, he removed the insignia from the inventory that identified it as property of Aspen and listed the misappropriated inventory for sale online. The Defendants accepted payment from the misappropriated inventory and shipped the misappropriated inventory to buyers in boxes that were also misappropriated from Aspen.”Each Johnson admitted criminal wrongdoing. Derek Johnson, also a former Aspen City Council member, pleaded guilty in November 2019 to Class 3 felony theft and was sentenced the following January to six years in state prison. He was released from a halfway house in the Denver area in February. Kerri Johnson was not a Skico employee; she pleaded guilty to Class 4 felony theft in December 2019 and was sentenced to 90 days in the Pitkin County Jail and five years of probation.The Aspen Times asked Johnson in February, before he and his wife had counsel in the lawsuit, about the business arrangement he initially had with Aspen Skiing Co. in 2001. That year, Skico acquired a company Johnson co-founded in 1993 — D&E Ski and Snowboard Shops — and made Johnson its managing director of retail and rental operations., Johnson said he and Skico initially had an arrangement where he would sell dated inventory online.“This started at 100% legit … and it was a normal practice and then it snowballed,” he said in comments that were not printed in the original interview story. “I let that happen. I let it get away from me. I didn’t pay attention. I can make it sound so clean and sterile and appropriate, but I f—ed up. One hundred percent f—ed up … and one year led to two led to three led to four. I f—ed up.”Asked about how he justified doing it at the time, Johnson said: “My rationale was this stuff is obsolete. That was my rationale. Again, my rationale, my f–k up, my wrong, my bad. It’s much easier to look at today. I was in a different place, I was in a different world. I was in a different person.”Magistrate Judge Gordon P. Gallagher in Grand Junction has been overseeing the proceedings in the civil case.",12.05.2022,Rick Carroll,https://www.aspentimes.com/news/crime/johnsons-retain-counsel-in-5-2-million-fraud-suit/
"Teen in Aspen hit-and-run sentenced to 25 days in jail, two years of supervised probation",['https://imengine.public.prod.sci.navigacloud.com/?uuid=0ac3bb69-a2d7-5e1a-a1f0-be3d3abd5386&type=preview&width=5864&height=3909&q=60'],"An 18-year-old Florida high school senior who pleaded guilty Monday to a hit-and-run felony charge as part of a plea agreement will begin a 25-day county jail sentence May 30.“I hit Mr. (Dave) Rossi as he was crossing the street and then left the scene of the accident,” defendant Spencer Diamond told Pitkin County District Judge Chris Seldin of the December incident in downtown Aspen.Diamond pleaded guilty to the Class 4 felony charge of leaving the scene of a  with serious bodily injury. A conviction carries a presumptive prison range of two to six years, but the plea agreement strayed from those guidelines given Diamond’s age and her admission of guilt and remorse, attorneys said. She also was not intoxicated at the time of the collision, according to prosecutor Don Nottingham.Diamond agreed to supervised probation for the next two years as part of the agreement. She also must perform 120 hours of community service, which Diamond already is close to completing through her volunteer work at a soup kitchen in South Florida, according to her defense counsel, Kate Stimson of the Denver firm Stimson Stancil LaBranche Hubbard LLC.The felony will be removed from Diamond’s record if she successfully completes her probation without any criminal citations or arrests. Diamond also pleaded guilty to careless driving causing injury relating to the December incident, and she entered a guilty plea to a careless driving charge related to a different incident in July.Diamond sat next to her mother during the entire virtual arraignment hearing, which was held nearly five months after she drove a Range Rover into a Basalt man crossing East Main Street in front of the Aspen Police Department building. Victim Dave Rossi was alone crossing the street when the SUV struck him at approximately 11:52 p.m. Dec. 21, authorities said.“Certainly the most aggravating part of this case is not Ms. Diamond’s driving, which was not the greatest,” said Nottingham, adding that “it’s the fact that she left the scene. She got out of her car, saw Mr. Rossi, and left the scene, which could be described as disgusting, abhorrent, really bad behavior, really dangerous behavior. Luckily this did happen in a populated area where there were other people there who did give Mr. Rossi the help that he needed.“Rossi , among other injuries.“It caused really significant injuries to Mr. Rossi,” said Nottingham. “There was certainly concern that Mr. Rossi might die from those injuries. He had to be transported via helicopter (to Denver) … from Aspen to a more capable hospital for dealing with that level of trauma.”Rossi’s attorney, Michael Fox, attended the hearing and did not object to the plea agreement. Diamond also will be ordered to pay restitution as part of the deal, though the amount has not yet been determined.“Mr. Rossi is not here, and he does not wish to make a statement, and I don’t wish to make a statement,” Fox said.Aspen police, aided by community tips and video footage that showed the green Land Rover that Diamond was driving, arrested Diamond the day after the accident at her mother and stepfather’s Aspen residence. Diamond has taken responsibility for what happened ever since police arrested her, Nottingham said.“I would say from about that moment on, Ms. Diamond has done things just about as well as she can,” Nottingham said. “She admitted to what happened. Her mother and stepfather behaved appropriately with the appropriate amount of shock, I think, for finding out this had happened and not a desire to hide Ms. Diamond’s behavior.”Diamond made a poor choice and panicked when she left the scene, Stimson said, noting it was dark outside and she did not see Rossi because of “how he was crossing.”“Her driving was not compromised, but she did strike him,” Stimson said. “She did pull over. There were other people who attended and called 911. Then she made a bad decision of leaving. She’s a senior in high school, 18 years old, and she just made a bad decision.”Diamond will graduate this month, after which she will begin her jail sentence. She plans to attend college in California this fall.Diamond will need permission from California’s legal authorities to continue her supervised probation when she’s in school. Diamond plans to stay with her parents this summer and start college around fall. As part of her probation, she cannot consume alcohol or marijuana.There was no evidence showing that Diamond was under the influence when she hit Rossi, Nottingham said.“I’m convinced that Ms. Diamond was not intoxicated,” he said. “But I don’t think, necessarily, that she, as young person, has sustained from that sort of behavior, and I do have concerns in that regard, but the evidence on a whole indicates she was not intoxicated; she was simply an 18-year-old who panicked and did something really stupid. Stupid and dangerous, I should say, and left Mr. Rossi at the scene.”In an Aspen Times , Rossi said he harbored no ill will toward Diamond.“He appears to be a remarkably forgiving person where someone might be angry and vindictive about this having happened to them,” Nottingham said.Diamond also has demonstrated that she has learned a lesson, said Nottingham.“I think that says something about Diamond, that she has agreed to that (going to jail), from the point of view that she recognizes that this is where she ends up if she continues to engage in behavior like this,” he said. “I expect her to complete this deferred-judgment sentence successfully.”Likewise, Stimson said the sentence is appropriate.“It does allow her to move on with her life and put this behind her, but it also recognizes the severity of what happened,” she said, noting what Rossi experienced “was horrible.”Diamond is the daughter of Aspenite Sue Hostetler, who is married to billionaire William Wrigley Jr.“In a case like this, knowing Ms. Diamond’s age and her socio-economic position, is that Ms. Diamond may think that she’s the sort of person that gets in less trouble than some others, doesn’t see herself in the same population as some of the folks who go before a district court judge,” Nottingham said. “And it’s important to my office, it’s important to me, that she recognizes that her behavior in the eyes of the law doesn’t depend on what car she’s driving or what college she’s going to or anything else. It depends on her culpability and her actions, and for that reason, Ms. Stimson and I have worked out a disposition … she should not a face a lifetime felony conviction.”Diamond will get jail credit for the one day she already served at the time of her arrest. With good behavior, her sentence could be cut by 10 or 11 days, Nottingham said.",17.05.2022,Rick Carroll,https://www.aspentimes.com/news/teen-in-aspen-hit-and-run-sentenced-to-25-days-in-jail-two-years-of-supervised-probation/
Warrant active for man accused of ripping off Aspen restaurants,['https://imengine.public.prod.sci.navigacloud.com/?uuid=c9eb061c-4960-5c8f-89dc-a405fafa71b1&type=preview&width=357&height=436&q=60'],"A man is wanted for failing to appear in court last week to answer charges that he allegedly stole fine cigars and a bottle of wine from an Aspen liquor store and refused to pay for two restaurant meals because he said one was tainted with pork and the other with hair.Pitkin County Judge Ashley Andrews issued a warrant for the arrest of Shawn Auer at the close of courthouse hours May 17 after he allegedly failed to appear for a status conference concerning a multitude of offenses he faces. The charges recently were consolidated into one case.“I’m concerned that there could be a another theft and really I’m concerned Mr. Auer is not going to show up for court,” said prosecutor Wes Stokes, noting Auer’s criminal history includes charges of shoplifting and theft in New Mexico, where he also failed to make scheduled court appearances. Stokes’ remarks came during last week’s court session where Auer was a no-show.Charging documents for Auer list his current residence as Belleville, Illinois, and his age as 48. He remained at large as of Monday, according to officials.Auer’s recent dust-ups at local businesses are documented in police filings.• May 6 — Aspen police were called to Steakhouse 316 on East Hopkins Avenue for report of a patron who was unhappy with his meal because of a strand of hair he claimed was in his food. The diner, Auer, was comped for the food containing the hair but refused to pay for the rest of the meal, according to a police report.“Auer adamantly refused to pay his bill and I explained to him that if he has an issue with the restaurant what avenues he could take, but he can’t eat and drink and not pay his bill,” responding Officer Amanda Severin wrote in the report. “Auer didn’t seem to care. I asked him numerous times if he would pay the bill and Auer said he will not pay the bill and to arrest him.”Police did that and took him to Aspen Police Department and an officer issued a summons for misdemeanor theft, read him his rights and told him not to return to the restaurant or face trespassing charges.• May 13 — Shortly after 7 p.m., police arrested Auer at the Red Mountain Grill at the Aspen Golf Course after he allegedly refused to pay a bill for a meal he had there earlier in the week. Auer was on the premises that day looking for rental clubs, and Red Mountain Grill management had kept the receipt for his unpaid meal from days earlier. When a manager confronted Auer about the outstanding receipt, “Auer became belligerent with the staff by yelling and cussing at them, and posturing like he was going to fight,” according to a witness statement to police.Police arrived and Auer denied any wrongdoing, according to a report from Officer Severin, who had cited him a week earlier for the hair-in-the-food dispute.“I told Auer he is making it a habit of eating at places and refusing to pay,” said Severin’s report of the May 13 incident. “Auer yelled at me that Red Mountain Grill poisoned him by serving him pork.”Auer had previously complained that the restaurant staff had “poisoned him” because he’s “100% Jewish” and can’t consume pork.Management also said Auer had been scheduling tee times at the course under the name of “Leo Christ” but was not keeping his appointments.Again, police took Auer took to downtown headquarters where he was summonsed for misdemeanor theft and disorderly conduct. Police also let Auer know he’d been 86ed from Red Mountain Grill and the golf club. He was then released from custody.• May 13 — Later on that date, at approximately 9:01 p.m., police received a call from The Aspen Store about a man who swiped some power drinks and was behaving aggressively toward the store clerk. Auer was not at the store at the time police responded, but Officer Ritchie Zah located him down the block in the dining area outside of Mi Chola, according to a report from Officer Roderick O’Connor.“I asked Auer, who was smoking a cigar, about his stealing drinks from The Aspen Store and where the bag he took was located,” O’Connor’s report said. “Auer was not forthcoming about the bag, but mentioned he was at Mi Chola to eat.”O’Connor, however, arrested Auer for theft after he found the power drinks in a bag Auer had left inside the restaurant. It was the second time in the same evening Auer had been cited for theft, but the pork meal and power drinks weren’t all he had allegedly taken.Officer Severin, who also reported to Mi Chola, also found Auer in possession of one bottle of Opus One Cabernet with a price tag of $389.99, along with four cigars valued at $52.87. Those items had been swiped from the Local Spirits shop next to The Aspen Store, O’Connor reported.Auer appeared for his advisement on May 14, but that is the last authorities had heard of him as of Monday.",24.05.2022,Rick Carroll,https://www.aspentimes.com/news/warrant-active-for-man-accused-of-ripping-off-aspen-restaurants/
One juvenile charged after gel-bead gun shooting incident in Carbondale,[],"One juvenile suspect is facing menacing and assault charges after allegedly shooting a toy gun designed to discharge Orbeez gel beads at students and others on Thursday.Initially, three juveniles were detained by Carbondale police after receiving a  of the gel beads being fired at a group of middle school students in Miners Park, and later at adults in the downtown area.“Information shared by the juveniles and other witnesses and evidence collected led Carbondale officers to contact two other juveniles,” a Carbondale Police Department news release issued on Friday stated.The juvenile suspects were allegedly riding in the silver sedan shooting Orbeez, a type of non-lethal soft gel bead, at students who were on a school outing in the park.Another vehicle initially identified by the victims and witnesses was not involved in the incident, the release stated.

One juvenile was ultimately charged with six counts each of menacing and third-degree assault.“At this time, the juvenile is innocent until proven guilty,” the release states.Carbondale officers are still seeking help in locating any other witnesses who might have seen the incident that allegedly occurred downtown, by calling 970-963-2662.“Carbondale Police Department wants to encourage parents to talk to their kids about how dangerous it can be to use any type of weapon including non-lethal,” the release states.",31.05.2022,,https://www.aspentimes.com/news/one-juvenile-charged-after-gel-bead-gun-shooting-incident-in-carbondale/
Man faces first-degree attempted murder charge after striking woman with crowbar in New Castle,['https://imengine.public.prod.sci.navigacloud.com/?uuid=8ea20c91-9dba-508a-8bbc-f0293ae5abcf&type=preview&width=315&height=467&q=60'],"A Garfield County Corrections security guard jogging in New Castle on Sunday survived being attacked by a former prisoner.Rifle resident Lonnie Nielsen, 40, faces felony charges of first-degree attempted murder, assault and obstruction of a peace officer. His bond was set at $1 million, and his arraignment was Thursday with 9th Judicial District Court Judge John Neiley.Nielsen is scheduled to appear again before Neiley at 9:30 a.m. July 14.Nielsen was arrested around 12:35 p.m. Sunday after he allegedly struck the jogger in the back of the head with a crowbar, an arrest affidavit states.The jogger is a Garfield County Corrections security officer who worked closely with Nielsen. Nielsen previously served 20 years for murder and was out on parole, the record states.“The staff noticed him growing an infatuation with (the victim),” the affidavit states.The female would tell investigators she was jogging in a more secluded area at Rollie Gordon Park when Nielsen allegedly struck her with the crowbar. Nielsen reportedly parked a half mile away and waited for her to appear.The jogger left her residence and didn’t see Nielsen approach her when she made her way up a trail, the record states. Once struck, the jogger turned around and identified Nielsen, who was holding the crowbar in one hand, as well as a knife in the other.“Lonnie stated, ‘I could kill you right now if I wanted to,’” the affidavit states.Once Nielsen realized what he had done, he dropped to his knees, pressed the knife to his neck and began saying he was going to end his own life, the affidavit states.“(The victim) stated Lonnie pressed the knife on his neck hard enough to make him bleed,” the affidavit states. “And she told him not to do that.”At this point, the victim noticed a person walking a dog nearby. The victim then turned away to try and conceal her injury. She also convinced Nielsen to go to his car to get water. When Nielsen agreed, she ran back to her residence and called 911 with her husband.The victim was then taken to Valley View Hospital, where she received multiple stitches, the affidavit states.Meanwhile, New Castle Patrol Officer Christopher Contreras was dispatched to the area after receiving a report of a woman covered in blood at Rollie Gordon Park.Contreras encountered Nielsen running on a nearby road, noticed Nielsen was bleeding from his neck and began asking him questions, the affidavit states.At this point, Nielsen allegedly tried running away through a nearby alleyway. Contreras eventually caught up to Nielsen, pushed him mid-stride into a fence and placed him in handcuffs while he was on the ground.“The male had shortness of breath and was sweating profusely,” the affidavit states.Nielsen was taken to Grand River Health in Rifle before being booked into custody at the Garfield County Jail. ",09.06.2022,Ray Erku,https://www.aspentimes.com/news/rifle-resident-faces-first-degree-murder-charge/
Students bring Shakespeare to the park in Aspen this week,['https://cdn.aspentimes.com/wp-content/uploads/sites/5/2022/07/shakespeare-1024x683.jpeg'],"Young performers are bringing Shakespeare back to the park this week with continued performances of “Twelfth Night” in the John Denver Sanctuary on Friday and Saturday morning.Theatre Aspen Education is producing the shows, which began with a 10 a.m. performance on July 7 and which continue at the same time July 8 and 9. The shows are free, with no tickets required and first-come, first-served seating on the grass of the sanctuary. Audiences are encouraged to bring their own blankets and chairs. The summer Shakespeare is the result of a multi-week camp for performers in seventh through 12th grade. This is the second year in a row Theatre Aspen Education has produced a play by the Bard; students performed “” in 2021. Additional student productions take place later this month and in early August. “James and the Giant Peach Jr.” stars students in third through sixth grade; shows run July 21-23 at the Snowmass Chapel. “Bright Star” features performers in seventh through 12th grade; shows run Aug. 4-6 at the Aspen Chapel. Tickets for both of those productions are $20 for adults and $15 for youth age 17 and under at . ",08.07.2022,Kaya Williams,https://www.aspentimes.com/news/students-bring-shakespeare-to-the-park-in-aspen-this-week/
